UID,LYOR,OR,CHANGE,SN,REG,PE,QL,AC,GGR,PB,PBR
1,1,1,0,Bath,South West,43,596,1,58,Over £650k,1
2,15,2,-13,Lyme Regis,South West,57,663,19,23,£350k-£650k,1
3,129,3,-126,Salisbury,South West,186,413,107,18,£350k-£650k,2
4,68,4,-64,Caton,North West,15,275,294,117,less than £350k,1
5,171,5,-166,Kidwelly,Wales,223,66,165,382,less than £350k,2
6,23,6,-17,Fowey,South West,7,352,18,632,Over £650k,2
7,9,7,-2,Wilton (Wiltshire),South West,65,465,28,368,£350k-£650k,3
8,41,8,-33,Hadleigh,East of England,230,591,89,25,£350k-£650k,4
9,144,9,-135,Folkestone,South East,144,293,163,195,£350k-£650k,5
10,17,10,-7,Newport (Isle of Wight),South East,246,591,69,35,less than £350k,3
11,42,11,-31,Shaftesbury,South West,446,749,43,3,£350k-£650k,6
12,330,12,-318,Wallingford,South East,110,857,156,12,£350k-£650k,7
13,362,13,-349,Colne,North West,147,233,304,150,less than £350k,4
14,20,14,-6,Malmesbury,South West,17,491,15,685,£350k-£650k,8
15,29,15,-14,Sudbury,East of England,323,301,112,160,£350k-£650k,9
16,6,16,10,Rye,South East,1,264,12,1024,£350k-£650k,10
17,2,17,15,Tenby,Wales,81,505,5,591,£350k-£650k,11
18,28,18,-10,Weymouth,South West,47,377,122,501,£350k-£650k,12
19,62,19,-43,Hawkhurst,South East,446,800,48,11,£350k-£650k,13
20,37,20,-17,Lancaster,North West,94,862,143,37,less than £350k,5
21,14,21,7,Lewes,South East,87,829,13,337,Over £650k,3
22,156,22,-134,Pershore,West Midlands,353,585,139,32,£350k-£650k,14
23,69,23,-46,Barnstaple,South West,286,646,76,88,£350k-£650k,15
24,86,24,-62,Winchester,South East,121,998,146,22,Over £650k,4
25,80,25,-55,Deal,South East,214,145,273,472,£350k-£650k,16
26,21,26,5,Frome,South West,215,297,126,460,£350k-£650k,17
27,57,27,-30,Great Yarmouth,East of England,46,479,97,623,less than £350k,6
28,3,28,25,Bradford on Avon,South West,18,511,51,772,£350k-£650k,18
29,102,29,-73,Cromer,East of England,58,783,169,162,£350k-£650k,19
30,213,30,-183,Much Wenlock,West Midlands,691,425,10,166,£350k-£650k,20
31,39,31,-8,Ilkley,Yorkshire and Humberside,52,795,177,170,£350k-£650k,21
32,22,32,10,Arundel,South East,5,384,3,1100,Over £650k,4
33,26,33,7,Hastings,South East,135,312,141,577,£350k-£650k,22
34,70,34,-36,Truro,South West,149,707,222,65,£350k-£650k,23
35,104,35,-69,Henley-on-Thames,South East,90,935,37,270,Over £650k,5
36,129,36,-93,Marple,North West,115,109,562,441,£350k-£650k,24
37,5,37,32,Canterbury,South East,166,953,94,69,£350k-£650k,25
38,121,38,-83,Plymouth,South West,162,662,252,75,less than £350k,7
39,110,39,-71,Malton,Yorkshire and Humberside,151,1350,22,2,£350k-£650k,26
40,103,40,-63,Carlisle,North West,300,236,194,450,less than £350k,8
41,91,41,-50,Sowerby Bridge,Yorkshire and Humberside,429,444,101,215,less than £350k,9
42,112,42,-70,Porthmadog,Wales,83,207,150,909,less than £350k,10
43,109,43,-66,Kington,West Midlands,362,527,26,389,less than £350k,11
44,382,44,-338,Sutton Courtenay,South East,537,294,118,354,£350k-£650k,27
45,67,45,-22,Sevenoaks,South East,165,699,203,120,Over £650k,6
46,84,46,-38,Barmouth,Wales,60,274,161,878,less than £350k,12
47,45,47,2,Cardigan,Wales,208,158,63,993,less than £350k,13
48,100,48,-52,Bovey Tracey,South West,51,797,186,302,£350k-£650k,28
49,189,49,-140,Ashbourne,East Midlands,712,931,68,8,£350k-£650k,29
50,218,50,-168,Hythe,South East,4,1253,282,17,£350k-£650k,30
51,132,51,-81,Ross-on-Wye,West Midlands,200,682,120,262,£350k-£650k,31
52,31,52,21,Dorchester (West Dorset),South West,72,1095,102,148,£350k-£650k,32
53,18,53,35,Bridport,South West,30,913,40,591,£350k-£650k,33
54,313,54,-259,Sunderland,North East,300,223,387,306,less than £350k,14
55,341,55,-286,Saltash,South West,118,304,482,359,less than £350k,15
56,58,55,-3,Ipswich,East of England,150,452,370,237,£350k-£650k,34
57,234,57,-177,Cheltenham,South West,446,594,100,140,£350k-£650k,35
58,54,58,4,Llandudno,Wales,73,231,217,881,less than £350k,16
59,258,59,-199,Gunnislake,South West,33,727,331,288,£350k-£650k,36
60,140,60,-80,Stratford-upon-Avon,West Midlands,286,783,238,41,£350k-£650k,37
61,133,61,-72,Farnham,South East,141,1014,108,152,Over £650k,7
62,30,61,31,Abergavenny,Wales,226,949,57,196,£350k-£650k,38
63,108,63,-45,Sandwich,South East,278,589,4,652,£350k-£650k,39
64,208,64,-144,Gloucester,South West,173,963,310,26,£350k-£650k,40
65,184,65,-119,Skipton,Yorkshire and Humberside,75,1151,110,138,£350k-£650k,41
66,40,66,26,Brecon,Wales,3,718,7,1010,less than £350k,17
67,24,67,43,Fordingbridge,South East,16,656,256,567,£350k-£650k,42
68,55,68,13,West Malling,South East,711,368,16,467,Over £650k,8
69,148,69,-79,Blaenavon,Wales,721,51,99,891,less than £350k,18
70,166,70,-96,Burnley,North West,171,226,277,711,less than £350k,19
71,497,71,-426,Glanaman,Wales,2,200,796,555,less than £350k,20
72,77,72,-5,Trowbridge,South West,435,501,232,135,£350k-£650k,43
73,237,73,-164,Church,North West,199,56,581,742,less than £350k,21
74,195,74,-121,Halton,North West,111,266,384,643,less than £350k,22
75,94,75,-19,Lostwithiel,South West,100,1037,6,560,£350k-£650k,44
76,16,76,60,Marlborough,South West,14,1011,70,611,£350k-£650k,45
77,43,77,34,Bethesda,Wales,11,196,77,1279,less than £350k,23
78,146,78,-68,Brighton and Hove,South East,175,742,67,516,Over £650k,9
79,73,79,6,Pwllheli,Wales,101,159,142,1140,less than £350k,24
80,51,80,29,Huddersfield,Yorkshire and Humberside,249,606,94,509,less than £350k,25
81,250,81,-169,Denbigh,Wales,869,321,19,475,less than £350k,26
82,92,82,-10,Ryde,South East,128,389,197,725,£350k-£650k,46
83,93,83,-10,Chipping Norton,South East,446,615,82,307,£350k-£650k,47
84,729,84,-645,Droylsden,North West,317,82,859,266,less than £350k,27
85,353,85,-268,Rawtenstall,North West,348,330,405,256,less than £350k,28
86,75,86,11,Rochester,South East,133,540,252,539,£350k-£650k,48
87,12,87,75,Langport,South West,573,556,75,367,£350k-£650k,49
88,137,88,-49,Tetbury,South West,446,824,14,348,£350k-£650k,50
89,153,89,-64,Cockermouth,North West,79,642,77,823,less than £350k,29
90,136,90,-46,Seaton (East Devon),South West,45,690,386,400,£350k-£650k,51
91,97,91,-6,Norwich,East of England,97,950,270,201,£350k-£650k,52
92,61,92,31,Northam,South West,56,1126,162,305,£350k-£650k,53
93,288,92,-196,Guisborough,North East,446,198,467,369,less than £350k,30
94,963,94,-869,Bolsover,East Midlands,1134,128,276,164,less than £350k,31
95,235,95,-140,Lechlade-on-Thames,South West,127,602,152,693,£350k-£650k,54
96,370,96,-274,Cowes,South East,37,1045,370,166,£350k-£650k,55
97,444,97,-347,Builth Wells,Wales,431,443,175,434,less than £350k,32
98,377,98,-279,Pontypridd,Wales,397,368,236,465,less than £350k,33
99,411,99,-312,Carmarthen,Wales,838,492,42,344,less than £350k,34
100,114,100,-14,Pembroke Dock,Wales,240,512,93,747,less than £350k,35
101,8,101,93,Settle,Yorkshire and Humberside,21,1325,25,383,£350k-£650k,56
102,105,102,-3,Chichester,South East,315,1114,206,27,£350k-£650k,57
103,27,103,76,Conwy,Wales,82,309,46,1217,£350k-£650k,58
104,188,104,-84,Congresbury,South West,145,713,410,213,£350k-£650k,59
105,126,105,-21,Haverfordwest,Wales,231,906,124,342,less than £350k,36
106,331,106,-225,Princes Risborough,South East,446,952,403,5,Over £650k,10
107,154,107,-47,Richmond,Yorkshire and Humberside,134,622,45,900,less than £350k,37
108,296,108,-188,Dover,South East,233,327,240,740,£350k-£650k,60
109,4,109,105,Ilfracombe,South West,62,436,36,1200,less than £350k,38
110,89,110,21,Blandford Forum,South West,88,1275,108,193,£350k-£650k,61
111,87,111,24,Shanklin,South East,138,413,515,478,£350k-£650k,62
112,74,112,38,Emsworth,South East,95,739,409,323,£350k-£650k,63
113,32,113,81,Long Melford,East of England,278,171,176,1042,£350k-£650k,64
114,56,114,58,Llanrwst,Wales,107,307,44,1231,less than £350k,39
115,254,115,-139,Chatham,South East,224,213,541,638,£350k-£650k,65
116,227,116,-111,Ramsgate,South East,877,129,54,894,£350k-£650k,66
117,95,117,22,Worcester,West Midlands,345,813,197,230,£350k-£650k,67
118,162,118,-44,Weston,South West,365,549,331,266,£350k-£650k,68
119,47,119,72,Haworth,Yorkshire and Humberside,632,397,92,595,less than £350k,40
120,294,120,-174,Lowestoft,East of England,103,459,463,574,less than £350k,41
121,71,121,50,Loddon,East of England,67,664,154,840,£350k-£650k,69
122,434,122,-312,Guildford,South East,104,1165,347,69,Over £650k,11
123,149,123,-26,Ashford (Ashford),South East,203,881,560,34,£350k-£650k,70
124,241,124,-117,Sandown,South East,174,308,857,223,£350k-£650k,71
125,72,125,53,Wells,South West,446,960,39,316,£350k-£650k,72
126,367,126,-241,Blackburn,North West,226,165,749,505,less than £350k,42
127,200,127,-73,Ditton,South East,305,725,391,123,£350k-£650k,73
128,327,128,-199,Dewsbury,Yorkshire and Humberside,652,549,377,68,less than £350k,43
129,152,129,-23,Merthyr Tydfil,Wales,54,389,426,807,less than £350k,44
130,520,130,-390,Burgh le Marsh,East Midlands,810,423,219,248,less than £350k,45
131,439,131,-308,Ilminster,South West,921,647,81,169,£350k-£650k,74
132,318,132,-186,Bromyard,West Midlands,962,1156,60,9,less than £350k,46
133,832,133,-699,Accrington,North West,895,64,589,375,less than £350k,47
134,151,134,-17,Maidstone,South East,124,1030,418,113,£350k-£650k,75
135,287,134,-153,Marlow,South East,179,1111,336,78,Over £650k,12
136,63,136,73,Evesham,West Midlands,262,405,311,630,£350k-£650k,76
137,65,137,72,Ripon,Yorkshire and Humberside,113,1314,111,140,£350k-£650k,77
138,281,138,-143,Midhurst,South East,191,579,275,586,£350k-£650k,78
139,66,139,73,Dartmouth,South West,25,841,2,1172,£350k-£650k,79
140,161,140,-21,Hungerford,South East,28,983,381,418,£350k-£650k,80
141,217,140,-77,Lingfield,South East,759,179,191,700,£350k-£650k,81
142,43,142,99,Alnwick,North East,599,490,41,719,less than £350k,48
143,124,143,19,Halifax,Yorkshire and Humberside,648,401,160,513,less than £350k,49
144,981,144,-837,Southwick,South East,61,113,1086,562,£350k-£650k,82
145,168,145,-23,New Mills,East Midlands,116,541,367,640,£350k-£650k,83
146,387,146,-241,Wheathampstead,East of England,340,197,346,809,Over £650k,13
147,430,147,-283,Wickham Market,East of England,197,647,196,659,£350k-£650k,84
148,169,148,-21,Welshpool,Wales,251,705,87,728,less than £350k,50
149,186,149,-37,Watchet,South West,180,174,356,1016,less than £350k,51
150,228,150,-78,Sheerness,South East,406,382,191,700,less than £350k,52
151,278,151,-127,Newport,Wales,376,737,516,53,less than £350k,53
152,85,152,67,Oxted,South East,252,866,308,240,Over £650k,14
153,239,153,-86,Elland,Yorkshire and Humberside,543,773,201,238,less than £350k,54
154,473,154,-319,Lane End,South East,446,68,575,773,£350k-£650k,85
155,623,155,-468,North Walsham,East of England,827,564,395,39,£350k-£650k,86
156,259,156,-103,Chepstow,Wales,92,884,227,605,£350k-£650k,87
157,247,157,-90,Haltwhistle,North East,136,1086,122,498,less than £350k,55
158,204,158,-46,Shefford,East of England,259,557,601,208,£350k-£650k,88
159,510,159,-351,Elstead,South East,151,409,612,497,Over £650k,15
160,230,160,-70,Keighley,Yorkshire and Humberside,283,424,272,711,less than £350k,56
161,173,161,-12,Bridlington,Yorkshire and Humberside,116,372,333,921,less than £350k,57
162,387,162,-225,Whitehaven,North West,375,562,299,426,less than £350k,58
163,120,163,43,Holyhead,Wales,49,257,415,1108,less than £350k,59
164,309,164,-145,Risca,Wales,263,78,485,1072,less than £350k,60
165,7,165,158,St Ives (Cornwall),South West,44,1188,85,672,Over £650k,16
166,117,166,49,Woodstock (West Oxfordshire),South East,196,1260,62,300,Over £650k,17
167,544,166,-378,Alford,East Midlands,739,360,49,788,less than £350k,61
168,464,168,-296,Chesterfield,East Midlands,418,432,595,187,less than £350k,62
169,914,169,-745,Chadderton,North West,553,202,1065,46,less than £350k,63
170,722,170,-552,Ammanford,Wales,113,344,1031,220,less than £350k,64
171,369,171,-198,Esher,South East,295,804,413,153,Over £650k,18
172,321,172,-149,Bedford,East of England,758,488,437,83,£350k-£650k,89
173,485,173,-312,West Rainton,North East,1045,2,795,861,less than £350k,65
174,215,174,-41,Swansea,Wales,99,849,368,453,less than £350k,66
175,181,175,-6,Oxford,South East,361,1175,179,87,Over £650k,19
176,307,176,-131,Mickletown,Yorkshire and Humberside,1012,4,510,1099,less than £350k,67
177,248,177,-71,Aberdare,Wales,195,233,520,827,less than £350k,68
178,25,178,153,Scarborough,Yorkshire and Humberside,192,684,102,866,less than £350k,69
179,124,179,55,Langley Park,North East,337,5,885,1180,less than £350k,70
180,816,180,-636,Chipping Sodbury,South West,719,139,279,793,£350k-£650k,90
181,11,181,170,Faversham,South East,205,1070,17,730,£350k-£650k,91
182,323,182,-141,Shipley,Yorkshire and Humberside,312,688,379,329,less than £350k,71
183,408,183,-225,Bury St Edmunds,East of England,1103,929,185,10,£350k-£650k,92
184,212,184,-28,Petworth,South East,446,1046,9,525,£350k-£650k,93
185,292,185,-107,Darlington,North East,865,74,593,512,less than £350k,72
186,64,186,122,Great Malvern,West Midlands,446,925,135,328,£350k-£650k,94
187,646,187,-459,Hartlepool,North East,307,131,777,628,less than £350k,73
188,295,188,-107,Rochdale,North West,394,270,436,662,less than £350k,74
189,402,189,-213,Milford Haven,Wales,273,447,354,655,less than £350k,75
190,899,190,-709,South Shields,North East,742,71,810,377,less than £350k,76
191,249,191,-58,East Peckham,South East,371,571,234,587,£350k-£650k,95
192,167,192,25,Reading,South East,98,1209,431,85,£350k-£650k,96
193,398,193,-205,Hurstpierpoint,South East,446,498,625,131,Over £650k,20
194,226,194,-32,Penmaenmawr,Wales,106,105,406,1252,less than £350k,77
195,319,195,-124,Wirksworth,East Midlands,782,827,59,355,£350k-£650k,97
196,209,196,-13,Weedon Bec,East Midlands,577,505,306,437,£350k-£650k,98
197,52,197,145,King's Lynn,East of England,109,1108,351,282,less than £350k,78
198,668,198,-470,Clevedon,South West,389,749,283,350,£350k-£650k,99
199,145,199,54,Bristol,South West,329,945,461,81,£350k-£650k,100
200,191,200,9,Bradford,Yorkshire and Humberside,724,675,179,300,less than £350k,79
201,150,200,50,Minster (Thanet),South East,1139,62,187,824,£350k-£650k,101
202,196,202,6,Chester,North West,570,718,200,398,£350k-£650k,102
203,48,203,155,Luddenden Foot,Yorkshire and Humberside,382,141,97,1259,less than £350k,80
204,557,204,-353,Bloxham,South East,1002,811,229,31,£350k-£650k,103
205,172,205,33,Colchester,East of England,367,872,531,74,£350k-£650k,104
206,271,206,-65,Hackney,Greater London,657,861,184,194,Over £650k,21
207,279,207,-72,Royal Leamington Spa,West Midlands,538,769,223,360,£350k-£650k,105
208,13,208,195,Hay-on-Wye,Wales,9,1279,24,887,£350k-£650k,106
209,118,209,91,Swanage,South West,36,1236,294,395,£350k-£650k,107
210,309,210,-99,Keynsham,South West,245,546,692,264,£350k-£650k,108
211,927,211,-716,Alvechurch,West Midlands,602,397,797,73,£350k-£650k,109
212,211,212,1,Berkhamsted,East of England,13,1242,379,346,Over £650k,22
213,421,213,-208,Aylsham,East of England,605,900,210,212,£350k-£650k,110
214,96,214,118,Kingsbridge,South West,35,1048,55,1029,£350k-£650k,111
215,384,215,-169,Lincoln,East Midlands,613,686,316,246,less than £350k,81
216,218,216,-2,Diss,East of England,674,446,154,685,£350k-£650k,112
217,251,217,-34,Wooler,North East,105,697,397,682,less than £350k,82
218,389,218,-171,Royston,Yorkshire and Humberside,644,164,1031,106,less than £350k,83
219,777,219,-558,Acle,East of England,446,1005,393,59,£350k-£650k,113
220,179,220,41,Margate,South East,756,256,181,828,£350k-£650k,114
221,597,221,-376,Morecambe,North West,284,349,759,406,less than £350k,84
222,176,222,46,Bridgwater,South West,221,853,319,490,less than £350k,86
223,263,222,-41,Bodmin,South West,880,402,243,439,less than £350k,85
224,413,224,-189,Hyde (Tameside),North West,363,334,836,265,less than £350k,87
225,583,225,-358,Workington,North West,748,95,564,695,less than £350k,88
226,119,226,107,Hexham,North East,343,1252,80,271,less than £350k,89
227,231,227,-4,Fakenham,East of England,580,1091,193,133,£350k-£650k,115
228,429,228,-201,Broadstairs,South East,840,253,630,256,£350k-£650k,116
229,616,229,-387,Merley,South West,323,272,491,811,£350k-£650k,117
230,199,230,31,Camden,Greater London,913,1149,11,181,Over £650k,23
231,722,231,-491,Great Harwood,North West,531,268,671,486,less than £350k,90
232,187,232,45,Exeter,South West,444,1089,224,175,£350k-£650k,118
233,406,233,-173,Odiham,South East,714,768,117,444,Over £650k,24
234,79,234,155,Tonbridge,South East,91,1131,425,325,£350k-£650k,119
235,183,235,52,Sturry,South East,368,317,174,1081,£350k-£650k,120
236,455,236,-219,Nelson (Pendle),North West,197,206,618,942,less than £350k,91
237,256,237,-19,Durham,North East,628,1171,264,32,less than £350k,92
238,442,238,-204,Bacup,North West,580,120,396,991,less than £350k,93
239,717,239,-478,Kidlington,South East,168,798,783,132,£350k-£650k,121
240,221,240,19,Kendal,North West,89,1100,204,676,£350k-£650k,122
241,356,241,-115,Gainsborough,East Midlands,829,321,212,700,less than £350k,94
242,297,242,-55,Kinver,West Midlands,599,426,454,463,£350k-£650k,123
243,424,243,-181,Street,South West,815,555,585,63,£350k-£650k,124
244,123,244,121,Ellesmere,West Midlands,329,1250,53,413,less than £350k,95
245,160,245,85,Maryport,North West,31,204,375,1317,less than £350k,96
246,175,246,71,Sittingbourne,South East,558,628,493,273,£350k-£650k,125
247,35,247,212,Godstone,South East,86,215,340,1273,Over £650k,25
248,244,248,4,Netherton,Yorkshire and Humberside,571,95,293,1163,less than £350k,97
249,116,249,133,Charlbury,South East,93,1101,65,943,£350k-£650k,126
250,395,250,-145,Helston,South West,446,1239,159,128,£350k-£650k,127
251,425,251,-174,Consett,North East,438,236,692,576,less than £350k,98
252,321,252,-69,Newlyn,South West,85,456,213,1218,£350k-£650k,128
253,134,253,119,Combe Martin,South West,209,509,94,1196,£350k-£650k,129
254,528,254,-274,Wath upon Dearne,Yorkshire and Humberside,761,184,850,258,less than £350k,99
255,528,255,-273,Tredegar,Wales,437,34,715,1084,less than £350k,100
256,919,256,-663,Failsworth,North West,326,166,983,541,less than £350k,101
257,10,257,247,Aldeburgh,East of England,22,1036,118,1082,Over £650k,26
258,433,258,-175,Caistor,East Midlands,682,1195,60,233,less than £350k,102
259,491,259,-232,Chesham,South East,446,608,480,386,Over £650k,27
260,280,260,-20,Loftus,North East,707,132,292,1028,less than £350k,103
261,333,261,-72,Brighouse,Yorkshire and Humberside,636,518,527,308,less than £350k,104
262,1032,262,-770,Saughall,North West,1159,74,823,214,£350k-£650k,130
263,198,263,65,Fishguard,Wales,155,669,187,1019,less than £350k,105
264,632,264,-368,Boston Spa,Yorkshire and Humberside,568,705,438,279,£350k-£650k,131
265,541,265,-276,Amesbury,South West,568,286,767,390,£350k-£650k,132
266,141,266,125,Clitheroe,North West,322,1115,156,470,less than £350k,106
267,351,267,-84,Burton upon Trent,West Midlands,612,532,528,331,less than £350k,107
268,812,268,-544,Oswaldtwistle,North West,638,48,779,848,less than £350k,108
269,266,269,3,Minehead,South West,158,987,365,515,£350k-£650k,133
270,504,270,-234,Clifton (Central Bedfordshire),East of England,716,240,731,356,£350k-£650k,134
271,681,271,-410,Plymstock,South West,119,338,1164,289,£350k-£650k,135
272,430,272,-158,Hirwaun,Wales,19,190,1040,971,less than £350k,109
273,669,273,-396,Blackwood,Wales,401,152,1043,436,less than £350k,110
274,346,274,-72,Thornton (Bradford),Yorkshire and Humberside,1147,281,210,547,less than £350k,111
275,216,275,59,East Ayton,Yorkshire and Humberside,20,568,532,1036,less than £350k,112
276,416,276,-140,Studley,West Midlands,809,283,725,240,£350k-£650k,136
277,367,277,-90,Llanhilleth,Wales,213,24,788,1272,less than £350k,113
278,78,278,200,Bruton,South West,901,885,8,610,£350k-£650k,137
279,621,279,-342,Nantyglo,Wales,701,98,755,648,less than £350k,114
280,507,280,-227,Tring,East of England,446,992,385,168,Over £650k,28
281,201,280,79,York,Yorkshire and Humberside,543,1065,149,402,£350k-£650k,138
282,711,282,-429,Grimsby,Yorkshire and Humberside,625,385,412,616,less than £350k,115
283,33,283,250,Westerham,South East,446,340,64,1207,Over £650k,29
284,82,284,202,Wolsingham,North East,59,670,182,1181,less than £350k,116
285,664,285,-379,Cwmbran,Wales,203,331,1254,89,less than £350k,117
286,354,285,-69,Faringdon,South East,985,989,137,124,£350k-£650k,139
287,830,287,-543,Capel St Mary,East of England,714,297,573,466,£350k-£650k,140
288,339,288,-51,Petersfield,South East,240,1292,324,112,Over £650k,30
289,268,289,21,Islington,Greater London,871,1030,71,304,Over £650k,31
290,406,290,-116,Colwyn Bay,Wales,280,978,600,143,less than £350k,118
291,458,290,-168,Eccles,North West,603,467,738,202,less than £350k,119
292,242,292,50,Gillingham,South East,210,474,453,869,£350k-£650k,141
293,761,293,-468,Abercynon,Wales,277,102,757,1014,less than £350k,120
294,893,294,-599,Winslow,South East,1209,596,258,95,£350k-£650k,142
295,329,295,-34,Mirfield,Yorkshire and Humberside,400,647,686,215,less than £350k,122
296,559,295,-264,Stoke-on-Trent,West Midlands,550,309,688,522,less than £350k,121
297,636,297,-339,Brundall,East of England,101,757,855,331,£350k-£650k,143
298,90,297,207,Tenterden,South East,446,1061,172,426,£350k-£650k,144
299,53,299,246,Keswick (Allerdale),North West,6,1336,132,706,£350k-£650k,145
300,716,299,-417,Houghton-le-Spring,North East,976,124,716,433,less than £350k,123
301,58,301,243,Southwold,East of England,12,1068,33,1240,Over £650k,32
302,382,302,-80,Chippenham (Wiltshire),South West,303,1059,350,343,£350k-£650k,146
303,262,303,41,Delph,North West,783,660,205,514,£350k-£650k,147
304,276,304,28,Southampton,South East,339,966,637,104,£350k-£650k,148
305,490,305,-185,Heysham,North West,326,269,583,885,less than £350k,124
306,550,306,-244,Porth,Wales,293,104,543,1194,less than £350k,125
307,19,307,288,Lenham,South East,446,464,77,1125,£350k-£650k,149
308,523,308,-215,Ashton-under-Lyne,North West,387,548,569,506,less than £350k,126
309,665,309,-356,Gorleston-on-Sea,East of England,212,342,1002,471,less than £350k,127
310,115,310,195,Saltburn-by-the-Sea,North East,24,488,354,1240,less than £350k,128
311,487,311,-176,Benson,South East,160,1305,82,590,£350k-£650k,150
312,207,312,105,Christchurch,South West,63,929,679,493,£350k-£650k,151
313,726,312,-414,Chapel-en-le-Frith,East Midlands,662,981,620,20,£350k-£650k,152
314,358,314,-44,Teynham,South East,829,176,290,975,£350k-£650k,153
315,360,315,-45,Barnsley,Yorkshire and Humberside,746,279,617,493,less than £350k,129
316,243,316,73,Rhymney,Wales,546,129,401,1126,less than £350k,130
317,111,317,206,Addingham,Yorkshire and Humberside,78,852,102,1179,£350k-£650k,154
318,370,318,-52,Stafford,West Midlands,129,728,832,373,less than £350k,131
319,392,318,-74,Stow-on-the-Wold,South West,446,993,31,818,£350k-£650k,155
320,193,320,127,Ringmer,South East,446,889,325,413,£350k-£650k,156
321,613,321,-292,Cobham (Elmbridge),South East,402,872,818,40,Over £650k,33
322,99,322,223,Royal Tunbridge Wells,South East,446,1139,172,379,Over £650k,34
323,654,323,-331,Basingstoke,South East,542,689,1006,21,£350k-£650k,157
324,751,324,-427,Ogmore Vale,Wales,622,37,626,1134,less than £350k,132
325,177,325,148,Preston,North West,368,972,246,544,less than £350k,133
326,865,326,-539,Fence Houses,North East,1028,15,1250,338,less than £350k,134
327,546,327,-219,Llandudno Junction,Wales,182,389,944,544,£350k-£650k,158
328,319,328,9,Alton (East Hampshire),South East,446,1034,254,390,£350k-£650k,159
329,299,329,30,Knaresborough,Yorkshire and Humberside,335,1109,305,363,£350k-£650k,160
330,619,329,-290,Kidsgrove,West Midlands,615,292,919,284,less than £350k,135
331,778,331,-447,Yarnton,South East,873,522,652,110,£350k-£650k,161
332,49,332,283,Carnforth,North West,10,879,570,847,less than £350k,136
333,347,333,-14,Bournemouth,South West,423,851,598,179,£350k-£650k,162
334,521,334,-187,Wendover,South East,243,827,675,324,Over £650k,35
335,304,335,31,Worthing,South East,132,1172,756,92,£350k-£650k,163
336,83,336,253,Mere,South West,446,1185,47,606,£350k-£650k,164
337,147,337,190,Lymington,South East,139,1079,548,396,Over £650k,36
338,482,338,-144,Bury,North West,696,144,567,853,less than £350k,137
339,286,339,53,Newhaven,South East,39,782,822,598,£350k-£650k,165
340,516,340,-176,Portsmouth,South East,413,1025,255,454,£350k-£650k,166
341,822,341,-481,Stockton-on-Tees,North East,853,375,735,182,less than £350k,138
342,374,342,-32,Queenborough,South East,404,49,751,1132,less than £350k,139
343,708,343,-365,Frodsham,North West,1045,536,339,292,£350k-£650k,167
344,253,344,91,Warminster,South West,359,964,309,504,£350k-£650k,168
345,886,344,-542,Gateshead,North East,827,530,690,109,less than £350k,140
346,112,346,234,Horncastle,East Midlands,177,1363,21,482,less than £350k,141
347,875,347,-528,Stoke Mandeville,South East,738,654,918,15,£350k-£650k,169
348,311,348,37,Lambeth,Greater London,818,1123,125,251,Over £650k,37
349,691,349,-342,Hale (Trafford),North West,803,434,618,308,Over £650k,38
350,558,350,-208,Tamworth,West Midlands,548,486,785,308,less than £350k,142
351,794,351,-443,Frampton Cotterell/Winterbourne,South West,372,419,839,431,£350k-£650k,170
352,139,352,213,Wotton-under-Edge,South West,446,482,49,1210,£350k-£650k,171
353,379,353,-26,Greenwich,Greater London,431,1208,441,67,Over £650k,39
354,538,353,-185,Aylesbury,South East,445,714,819,108,£350k-£650k,172
355,576,355,-221,Duffield,East Midlands,356,883,388,503,£350k-£650k,173
356,408,356,-52,Stowmarket,East of England,922,320,454,548,£350k-£650k,174
357,880,357,-523,Worsbrough,Yorkshire and Humberside,793,17,1135,726,less than £350k,143
358,264,358,94,Crewkerne,South West,686,805,66,785,£350k-£650k,175
359,502,359,-143,Milnthorpe,North West,68,748,543,867,less than £350k,144
360,656,360,-296,Gosport,South East,331,638,626,501,£350k-£650k,176
361,443,361,-82,Wakefield,Yorkshire and Humberside,911,732,615,42,less than £350k,145
362,427,362,-65,Bolton,North West,789,376,539,510,less than £350k,146
363,533,363,-170,Amersham,South East,446,1229,621,14,Over £650k,40
364,574,364,-210,Ashington (Northumberland),North East,604,36,1170,657,less than £350k,147
365,781,365,-416,Eastwood,East Midlands,1029,166,865,259,less than £350k,148
366,671,366,-305,Newbiggin-by-the-Sea,North East,254,26,1167,1061,less than £350k,149
367,609,367,-242,Tonypandy,Wales,351,91,744,1096,less than £350k,150
368,1071,368,-703,Jarrow,North East,745,290,1061,105,less than £350k,151
369,246,369,123,Brierfield,North West,187,419,683,835,less than £350k,152
370,785,370,-415,Fleetwood,North West,765,70,851,751,less than £350k,153
371,127,371,244,Cleobury Mortimer,West Midlands,215,1360,113,280,less than £350k,154
372,273,372,99,Forest Row,South East,446,1065,356,283,£350k-£650k,177
373,568,373,-195,Woodend,Yorkshire and Humberside,869,8,1103,890,less than £350k,155
374,790,374,-416,Baildon,Yorkshire and Humberside,365,323,941,491,£350k-£650k,178
375,577,374,-203,Brynmawr,Wales,446,584,848,224,less than £350k,156
376,833,376,-457,Murton (County Durham),North East,840,3,1264,796,less than £350k,157
377,628,377,-251,Bassingbourn,East of England,1226,86,216,998,£350k-£650k,179
378,344,378,34,St Blazey,South West,446,806,469,421,£350k-£650k,180
